"","X.3","X.2","X.1","X","squirrel_id","grid_year","yearn","mid","locx","locy","litter","nest","n_pups","date","julian_date","year","t_return","return_lat","t_move","m_return","observer","nest_type","cones_counts","mustelid_tracks","LRS","mom_age","predator","month","scaled_lat","males","dist","age_sq","average_growth","scaled_pups","m_return_numeric","percent_return","observations","litter_id","julian_part","grid","locY","locX","local.density","scaled_julian_date","scaled_density","ARS"
"725",725,876,876,876,21366,"KL_2017",2017,"-27",-2,7,1,1,2,"5/21/17",141,"nonmast",280,280,330,"y","SWK","wb",1.142857143,19,1,3,"low predator",5,-0.291089522,0.75339618,1.992485885,9,1.912903226,-1.083258059,1,50,2,7933,140,"KL",7,-2,2.448537586,0.271075167,0.47684165,1
"726",726,885,885,885,21382,"KL_2017",2017,"-3,13",-3,13,1,1,3,"5/20/17",140,"nonmast",60,60,65,"y","nKP/ARM","wb",1.142857143,19,0,3,"low predator",5,-1.904140018,1.506792361,0,9,NA,0.304666329,1,50,2,7832,136,"KL",13,-3,3.390282811,0.144190496,1.135107901,0
"727",727,890,890,890,22008,"KL_2017",2017,"-59",-5,9,1,2,3,"5/31/17",151,"nonmast",245,245,262,"y","SWK/ZCF","wb",1.142857143,19,1,3,"low predator",5,-0.547711192,1.318443316,0.5,9,NA,0.304666329,1,50,2,7850,124,"KL",9,-5,2.825235676,-0.236463519,0.740148151,1
"728",728,891,891,891,22016,"KL_2017",2017,"-515",-5,15,1,2,2,"5/28/17",148,"nonmast",238,238,255,"y","ZCF/HLS","wb",1.142857143,19,NA,2,"low predator",5,-0.599035526,1.13009427,0.7,4,NA,-1.083258059,1,25,4,7947,123,"KL",15,-5,2.260188541,-0.268184687,0.3451884,1
"729",729,902,902,902,13445,"KL_2017",2017,"-7,5",-7,5,1,2,4,"6/13/17",164,"nonmast",335,335,415,"y","SWK","grass",1.142857143,32,0,5,"low predator",6,0.112173102,0,0,25,NA,1.692590717,1,25,4,7904,141,"KL",5,-7,0,0.302796335,-1.234650603,0
"730",730,35,35,35,25187,"KL_2021",2021,"C13",3,13,1,2,4,"5/22/21",142,"nonmast",NA,420,NA,"n","KAC","wbr",12.98809524,36,NA,NA,"low predator",5,0.735397158,0.37669809,NA,NA,NA,1.610879193,0,0,1,9851,118,"KL",13,3,1.318443316,-0.426790527,1.642495333,NA
"731",731,112,112,112,24424,"KL_2021",2021,"G.2",6.2,2,1,2,3,"6/1/21",152,"nonmast",NA,420,NA,"n","KAC","wbr",12.98809524,36,NA,2,"low predator",6,0.735397158,0,0.7,4,NA,0.251699874,0,60,5,9842,126,"KL",2,6.2,0,-0.173021183,-0.691576982,0
"732",732,113,113,113,25186,"KL_2021",2021,"F17",6.2,17,2,2,2,"7/10/21",191,"nonmast",NA,420,NA,"n","SEL","wbr",12.98809524,36,NA,1,"low predator",7,0.735397158,0,2.2,1,NA,-1.107479445,0,25,4,9910,163,"KL",17,6.2,0,1.00066203,-0.691576982,0
"733",733,144,144,144,25150,"KL_2021",2021,"A10.",1.8,11.5,1,2,2,"6/12/21",163,"nonmast",480,420,480,"n","KAC/SEL/LLR","wbr",12.98809524,36,NA,2,"low predator",6,0.735397158,0,8.85663593,4,NA,-1.107479445,0,0,2,9855,137,"KL",11.5,1.8,0,0.175911664,-0.691576982,0
"734",734,145,145,145,24256,"KL_2021",2021,"C.0./B2",1.8,2,1,2,3,"5/27/21",147,"nonmast",NA,420,NA,"n","SEL/KAC","grass",12.98809524,305,NA,3,"high predator",5,0.735397158,0.565047135,7.8,9,NA,0.251699874,0,20,5,9834,123,"KL",2,1.8,1.13009427,-0.268184687,1.30905643,2
"735",735,153,153,153,24709,"KL_2021",2021,"J.9",10,8.1,1,1,3,"6/7/21",158,"nonmast",NA,420,NA,"n","KAC","wbr",12.98809524,36,NA,2,"low predator",6,0.735397158,0,0.707106781,4,NA,0.251699874,0,0,1,9846,154,"KL",8.1,10,0,0.715171518,-0.691576982,0
"736",736,191,191,191,25082,"KL_2021",2021,"L11",12,10.6,1,2,3,"6/5/21",156,"nonmast",NA,420,NA,"n","SEL","wbr",12.98809524,36,NA,2,"low predator",6,0.735397158,0,0.4,4,NA,0.251699874,0,0,2,9854,NA,"KL",10.6,12,0,NA,-0.691576982,NA
"737",737,212,212,212,25082,"KL_2021",2021,"L11",11.2,10.7,1,1,3,"5/22/21",142,"nonmast",NA,420,NA,"n","KAC","grass",12.98809524,36,NA,2,"low predator",5,0.735397158,0.75339618,1.236931688,4,NA,0.251699874,0,0,2,9854,NA,"KL",10.7,11.2,1.13009427,NA,1.30905643,NA
"738",738,238,238,238,24661,"KL_2021",2021,"F3",5.9,3,1,2,3,"5/22/21",142,"nonmast",NA,420,NA,"n","MBB/SEL","wbr",12.98809524,36,0,2,"low predator",5,0.735397158,0.188349045,8.9,4,NA,0.251699874,0,0,1,9866,119,"KL",3,5.9,1.318443316,-0.395069359,1.642495333,0
"739",739,239,239,239,25186,"KL_2021",2021,"F17",5.9,17.1,2,1,2,"6/14/21",165,"nonmast",NA,420,NA,"n","LLR/SEL","grass",12.98809524,305,NA,2,"high predator",6,0.735397158,0,8.90056178,4,NA,-1.107479445,0,25,4,9910,163,"KL",17.1,5.9,0,1.00066203,-0.691576982,0
"740",740,295,295,295,24003,"KL_2021",2021,"O1",15.3,2.6,1,2,2,"6/3/21",154,"nonmast",NA,420,NA,"n","KAC","wbr",12.98809524,36,NA,2,"low predator",6,0.735397158,0,3.667424164,4,1.55,-1.107479445,0,0,3,9844,130,"KL",2.6,15.3,0,-0.046136512,-0.691576982,1
"741",741,296,296,296,24003,"KL_2021",2021,"O1",15.3,2.6,1,2,2,"6/3/21",154,"nonmast",NA,420,NA,"n","KAC","wbr",12.98809524,36,NA,2,"low predator",6,0.735397158,0,3.667424164,4,1.55,-1.107479445,0,0,3,9844,130,"KL",2.6,15.3,0,-0.046136512,-0.691576982,1
"742",742,297,297,297,24002,"KL_2021",2021,"n1.",14.4,1.1,1,2,3,"5/26/21",146,"nonmast",540,420,NA,"n","KAC/SEL","wbr",12.98809524,36,NA,2,"low predator",5,0.735397158,0.188349045,4.418144407,4,NA,0.251699874,0,0,3,9847,122,"KL",1.1,14.4,0.565047135,-0.299905855,0.308739724,1
"743",743,351,351,351,24621,"KL_2021",2021,"P9",NA,-138.024781,1,2,4,"5/30/21",150,"nonmast",NA,420,NA,"n","MBB/KAC","wbr",12.98809524,36,NA,2,"low predator",5,0.735397158,0,153.7440329,4,NA,1.610879193,0,0,3,9869,125,"KL",-138.024781,NA,0,-0.204742351,-0.691576982,1
"744",744,373,373,373,24577,"KL_2021",2021,"-14",-1.7,1.8,1,2,2,"6/13/21",164,"nonmast",NA,420,NA,"n","SEL/LLR","wbr cavity",12.98809524,36,2,2,"low predator",6,0.735397158,0,2.308679276,4,NA,-1.107479445,0,0,2,9853,137,"KL",1.8,-1.7,0,0.175911664,-0.691576982,2
"745",745,383,383,383,24577,"KL_2021",2021,"-14",-2,1.5,1,1,2,"5/20/21",140,"nonmast",NA,420,NA,"n","SEL/MBB/KAC/LLR","wbr",12.98809524,36,2,2,"low predator",5,0.735397158,0.37669809,2.692582404,4,NA,-1.107479445,0,0,2,9853,137,"KL",1.5,-2,0.75339618,0.175911664,0.642178626,2
"746",746,397,397,397,24506,"KL_2021",2021,"-114",-3.9,15.1,1,2,3,"5/26/21",146,"nonmast",NA,420,NA,"n","KAC/SEL","underground",12.98809524,36,0,2,"low predator",5,0.735397158,0.37669809,2.961418579,4,NA,0.251699874,0,0,1,9860,125,"KL",15.1,-3.9,0.565047135,-0.204742351,0.308739724,0
"747",747,398,398,398,25178,"KL_2021",2021,"-35",-4,5.7,2,2,4,"7/8/21",189,"nonmast",NA,420,NA,"n","SEL","grass",12.98809524,36,NA,NA,"low predator",7,0.735397158,0,NA,NA,NA,1.610879193,0,50,2,9908,163,"KL",5.7,-4,0,1.00066203,-0.691576982,NA
"748",748,400,400,400,24818,"KL_2021",2021,"-4.1",-4.9,9.8,1,2,2,"5/19/21",139,"nonmast",NA,420,NA,"n","SEL/KAC","wbr",12.98809524,36,NA,2,"low predator",5,0.735397158,0.565047135,0.447213595,4,NA,-1.107479445,0,75,4,9856,137,"KL",9.8,-4.9,1.318443316,0.175911664,1.642495333,NA
"749",749,492,492,492,25188,"KL_2021",2021,"I2.",9,2.5,1,2,4,"5/29/21",149,"nonmast",60,60,120,"y","KAC",NA,12.98809524,36,NA,NA,"low predator",5,-1.904140018,0,NA,NA,NA,1.610879193,1,100,1,9874,133,"KL",2.5,9,1.695141406,0.049026992,2.309373137,NA
"750",750,591,591,591,24424,"KL_2021",2021,"G.2",6.2,2,1,2,3,"6/10/21",161,"nonmast",300,300,NA,"y","EMM","wbr",12.98809524,305,NA,3,"high predator",6,-0.144448568,0,0.7,9,NA,0.251699874,1,60,5,9842,126,"KL",2,6.2,0,-0.173021183,-0.691576982,0
"751",751,614,614,614,24471,"KL_2021",2021,"G9",8.1,10.3,1,2,3,"6/8/21",159,"nonmast",240,240,NA,"y","KAC/SEL","wbr",12.98809524,36,NA,2,"low predator",6,-0.58437143,0,2.469817807,4,NA,0.251699874,1,33.33333333,3,9864,133,"KL",10.3,8.1,0,0.049026992,-0.691576982,0
"752",752,633,633,633,23532,"KL_2021",2021,"H6",9.1,6,1,2,3,"6/3/21",154,"nonmast",60,60,60,"y","LLR","wbr",12.98809524,36,0,3,"low predator",6,-1.904140018,0,2.968164416,9,NA,0.251699874,1,100,2,9836,130,"KL",6,9.1,0,-0.046136512,-0.691576982,0
"753",753,649,649,649,23532,"KL_2021",2021,"H6",8.3,6.4,1,NA,3,"6/12/21",163,"nonmast",60,60,120,"y","KAC","wbr",12.98809524,36,0,3,"low predator",6,-1.904140018,0,4.031128874,9,NA,0.251699874,1,100,2,9836,130,"KL",6.4,8.3,0,-0.046136512,-0.691576982,0
"754",754,758,758,758,24591,"KL_2021",2021,"n6",14.3,6,1,2,2,"6/19/21",170,"nonmast",180,180,NA,"y","KAC/SEL","wbr",12.98809524,36,NA,2,"low predator",6,-1.024294293,0,3.3,4,NA,-1.107479445,1,60,5,9845,145,"KL",6,14.3,0,0.429681007,-0.691576982,0
"755",755,759,759,759,24591,"KL_2021",2021,"n6",14.3,6,1,1,2,"5/25/21",145,"nonmast",120,120,180,"y","MBB","grass",12.98809524,36,NA,2,"low predator",5,-1.464217156,0.188349045,3.3,4,NA,-1.107479445,1,60,5,9845,145,"KL",6,14.3,0.75339618,0.429681007,0.642178626,0
"756",756,882,882,882,25178,"KL_2021",2021,"-35",-2.7,4.1,2,1,4,"6/13/21",164,"nonmast",240,240,240,"y","LLR","wbr",12.98809524,36,NA,NA,"low predator",6,-0.58437143,0,NA,NA,NA,1.610879193,1,50,2,9908,163,"KL",4.1,-2.7,0,1.00066203,-0.691576982,NA
"757",757,423,423,423,24818,"KL_2022",2022,"-410",-4,10,2,1,5,"8/6/22",NA,"mast",60,60,NA,"y","DUMMY",NA,0.119047619,305,NA,3,"high predator",8,-1.904140018,0,NA,9,NA,0.650335863,1,75,4,10015,NA,"KL",10,-4,0,NA,-0.327094606,NA
"758",758,424,424,424,24818,"KL_2022",2022,"-310",-3,10,1,2,1,"7/16/22",NA,"mast",60,60,NA,"y","DUMMY",NA,0.119047619,305,NA,3,"high predator",7,-1.904140018,0,NA,9,NA,-2.498658844,1,75,4,9985,161,"KL",10,-3,0,0.937219694,-0.327094606,NA
"759",759,425,425,425,24818,"KL_2022",2022,"-310",-3,10,1,1,5,"6/16/22",NA,"mast",60,60,120,"y","DUMMY",NA,0.119047619,305,NA,3,"high predator",6,-1.904140018,0,NA,9,NA,0.650335863,1,75,4,9985,161,"KL",10,-3,0,0.937219694,-0.327094606,NA
"760",760,428,428,428,24609,"KL_2022",2022,"-53",-5,3,2,1,5,"8/13/22",NA,"mast",180,180,NA,"y","DUMMY",NA,0.119047619,305,NA,3,"high predator",8,-1.024294293,0,NA,9,NA,0.650335863,1,50,2,10020,NA,"KL",3,-5,0,NA,-0.327094606,NA
"761",761,434,434,434,23294,"KL_2022",2022,"-1.8./-110",NA,NA,1,1,3,"5/24/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,5,"high predator",5,0.735397158,0,NA,25,NA,-0.92416149,0,0,1,9981,140,"KL",NA,NA,0,0.271075167,-0.327094606,0
"762",762,435,435,435,25245,"KL_2022",2022,"A10.?",1,10.5,1,2,1,"7/23/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",7,0.735397158,0,NA,1,NA,-2.498658844,0,0,2,9984,169,"KL",10.5,1,0,1.190989037,-0.327094606,0
"763",763,438,438,438,25150,"KL_2022",2022,"B.10.",2.5,10.5,2,1,5,"8/13/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",8,0.735397158,0,NA,9,NA,0.650335863,0,0,2,10022,214,"KL",10.5,2.5,0,2.618441594,-0.327094606,4
"764",764,441,441,441,24256,"KL_2022",2022,"B2",2,2,1,1,4,"6/17/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,36,NA,2,"low predator",6,0.735397158,0,NA,4,NA,-0.136912813,0,20,5,9996,163,"KL",2,2,0,1.00066203,-0.327094606,1
"765",765,442,442,442,24256,"KL_2022",2022,"B2",2,2,2,2,3,"8/20/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",8,0.735397158,0,NA,9,NA,-0.92416149,0,20,5,10012,209,"KL",2,2,0,2.459835754,-0.327094606,1
"766",766,445,445,445,25424,"KL_2022",2022,"C13",3,13,1,2,3,"7/16/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",7,0.735397158,0,NA,1,NA,-0.92416149,0,0,2,9947,NA,"KL",13,3,0,NA,-0.327094606,NA
"767",767,446,446,446,25424,"KL_2022",2022,"C13",3,13,1,1,5,"6/15/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",6,0.735397158,0,NA,1,NA,0.650335863,0,0,2,9947,NA,"KL",13,3,0.188349045,NA,0.022301905,NA
"768",768,463,463,463,24424,"KL_2022",2022,"F1",6,1,3,2,4,"9/8/22",NA,"mast",60,60,NA,"y","DUMMY",NA,0.119047619,305,NA,3,"high predator",9,-1.904140018,0,NA,9,NA,-0.136912813,1,60,5,10024,224,"KL",1,6,1.506792361,2.935653273,2.468077484,3
"769",769,466,466,466,25186,"KL_2022",2022,"F17",6,17,1,1,5,"6/20/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,36,NA,1,"low predator",6,0.735397158,0,NA,1,NA,0.650335863,0,25,4,9922,168,"KL",17,6,0,1.159267869,-0.327094606,1
"770",770,467,467,467,25186,"KL_2022",2022,"F17",6,17,1,2,4,"7/16/22",NA,"mast",NA,NA,NA,"y","DUMMY",NA,0.119047619,305,NA,2,"high predator",7,NA,0,NA,4,NA,-0.136912813,1,25,4,9922,168,"KL",17,6,0,1.159267869,-0.327094606,1
"771",771,469,469,469,24471,"KL_2022",2022,"F6.",6,6.5,2,1,6,"9/6/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",9,0.735397158,0,NA,9,NA,1.43758454,0,33.33333333,3,10043,240,"KL",6.5,6,2.260188541,3.44319196,3.865663529,1
"772",772,470,470,470,24471,"KL_2022",2022,"F6.?",6,6.5,1,1,3,"6/9/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",6,0.735397158,0,NA,9,NA,-0.92416149,0,33.33333333,3,9936,152,"KL",6.5,6,0,0.651729183,-0.327094606,1
"773",773,476,476,476,24424,"KL_2022",2022,"H1",8,1,1,1,5,"6/8/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",6,0.735397158,0,NA,9,NA,0.650335863,0,60,5,9915,157,"KL",1,8,0,0.810335022,-0.327094606,3
"774",774,477,477,477,24424,"KL_2022",2022,"H1",8,1,3,1,5,"8/15/22",NA,"mast",120,120,NA,"y","DUMMY",NA,0.119047619,36,NA,2,"low predator",8,-1.464217156,0,NA,4,NA,0.650335863,1,60,5,10024,224,"KL",1,8,0,2.935653273,-0.327094606,3
"775",775,478,478,478,25174,"KL_2022",2022,"I.16",9.5,16,1,2,6,"7/20/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",7,0.735397158,0,NA,9,NA,1.43758454,0,0,2,10000,NA,"KL",16,9.5,0,NA,-0.327094606,NA
"776",776,479,479,479,25174,"KL_2022",2022,"I.16",9.5,16,1,1,6,"6/20/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",6,0.735397158,0,NA,9,NA,1.43758454,0,0,2,10000,NA,"KL",16,9.5,0,NA,-0.327094606,NA
"777",777,480,480,480,24256,"KL_2022",2022,"I.20.",9.5,20.5,1,1,5,"6/28/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",6,0.735397158,0,NA,9,NA,0.650335863,0,20,5,9996,163,"KL",20.5,9.5,0,1.00066203,-0.327094606,1
"778",778,481,481,481,25457,"KL_2022",2022,"I.20.",9.5,20.5,2,2,4,"9/4/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",9,0.735397158,0,NA,1,NA,-0.136912813,0,0,3,10018,219,"KL",20.5,9.5,1.318443316,2.777047433,2.118680973,1
"779",779,482,482,482,25457,"KL_2022",2022,"I.20.?",9.5,20.5,2,1,5,"8/9/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",8,0.735397158,0,NA,1,NA,0.650335863,0,0,3,10018,219,"KL",20.5,9.5,0,2.777047433,-0.327094606,1
"780",780,483,483,483,25457,"KL_2022",2022,"I.20.?",9.5,20.5,1,1,5,"6/28/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",6,0.735397158,0,NA,1,NA,0.650335863,0,0,3,9948,175,"KL",20.5,9.5,0,1.381316045,-0.327094606,1
"781",781,486,486,486,25015,"KL_2022",2022,"I11.",9,11.5,1,1,4,"6/9/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,2,"high predator",6,0.735397158,0,NA,4,NA,-0.136912813,0,33.33333333,3,9924,157,"KL",11.5,9,0,0.810335022,-0.327094606,4
"782",782,487,487,487,25015,"KL_2022",2022,"I11.",9,11.5,2,1,5,"8/25/22",NA,"mast",120,120,NA,"y","DUMMY",NA,0.119047619,305,NA,2,"high predator",8,-1.464217156,0,NA,4,NA,0.650335863,1,33.33333333,3,10033,237,"KL",11.5,9,0,3.348028456,-0.327094606,4
"783",783,488,488,488,25239,"KL_2022",2022,"I11.",9,11.5,2,2,5,"8/28/22",NA,"mast",180,180,NA,"y","DUMMY",NA,0.119047619,305,NA,1,"high predator",8,-1.024294293,0,NA,1,NA,0.650335863,1,100,3,10031,NA,"KL",11.5,9,0,NA,-0.327094606,NA
"784",784,489,489,489,25239,"KL_2022",2022,"I11.",9,11.5,2,1,5,"8/22/22",NA,"mast",120,120,NA,"y","DUMMY",NA,0.119047619,305,NA,1,"high predator",8,-1.464217156,0,NA,1,NA,0.650335863,1,100,3,10031,NA,"KL",11.5,9,0,NA,-0.327094606,NA
"785",785,490,490,490,25239,"KL_2022",2022,"I11.",9,11.5,1,1,4,"6/20/22",NA,"mast",NA,NA,NA,"y","DUMMY",NA,0.119047619,305,NA,1,"high predator",6,NA,0,NA,1,NA,-0.136912813,1,100,3,9999,NA,"KL",11.5,9,0,NA,-0.327094606,NA
"786",786,491,491,491,25275,"KL_2022",2022,"I2.",9,2.5,1,1,6,"7/2/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",7,0.735397158,0,NA,1,NA,1.43758454,0,50,2,9921,181,"KL",2.5,9,0,1.571643052,-0.327094606,2
"787",787,493,493,493,25275,"KL_2022",2022,"I2.",9,2.5,1,2,6,"8/1/22",NA,"mast",120,120,NA,"y","DUMMY",NA,0.119047619,305,NA,1,"high predator",8,-1.464217156,0,NA,1,NA,1.43758454,1,50,2,9921,181,"KL",2.5,9,0,1.571643052,-0.327094606,2
"788",788,498,498,498,25245,"KL_2022",2022,"J.5",10.5,5,1,1,5,"6/28/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",6,0.735397158,0,NA,1,NA,0.650335863,0,0,2,9984,169,"KL",5,10.5,0,1.190989037,-0.327094606,0
"789",789,499,499,499,25406,"KL_2022",2022,"J.9",10.5,9,1,1,4,"6/13/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,2,"high predator",6,0.735397158,0,NA,4,NA,-0.136912813,0,0,1,9917,159,"KL",9,10.5,0,0.873777358,-0.327094606,0
"790",790,505,505,505,25450,"KL_2022",2022,"K.17",11.5,17,1,1,5,"6/21/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",6,0.735397158,0,NA,1,NA,0.650335863,0,0,2,9946,170,"KL",17,11.5,0,1.222710205,-0.327094606,0
"791",791,510,510,510,25015,"KL_2022",2022,"L10",12,10,2,2,3,"9/18/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,2,"high predator",9,0.735397158,0,NA,4,NA,-0.92416149,0,33.33333333,3,10033,237,"KL",10,12,2.260188541,3.348028456,3.865663529,4
"792",792,512,512,512,25450,"KL_2022",2022,"M.15",13.5,15,2,1,2,"8/30/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",8,0.735397158,0,NA,1,NA,-1.711410167,0,0,2,10038,237,"KL",15,13.5,0,3.348028456,-0.327094606,0
"793",793,516,516,516,24256,"KL_2022",2022,"n/A",NA,NA,2,1,3,"8/1/22",NA,"mast",NA,NA,NA,"y","DUMMY",NA,0.119047619,305,NA,3,"high predator",8,NA,0,NA,9,NA,-0.92416149,1,20,5,10012,209,"KL",NA,NA,0,2.459835754,-0.327094606,1
"794",794,517,517,517,24002,"KL_2022",2022,"n1.",14,1.5,1,1,4,"6/10/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",6,0.735397158,0,NA,9,NA,-0.136912813,0,0,3,9935,155,"KL",1.5,14,0,0.746892686,-0.327094606,NA
"795",795,907,907,907,24002,"KL_2022",2022,"n1.?",14,1.5,2,1,2,"8/29/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",8,0.735397158,0,NA,9,NA,-1.711410167,0,0,3,10037,NA,"KL",1.5,14,0,NA,-0.327094606,NA
"796",796,908,908,908,24591,"KL_2022",2022,"n6",14,6,3,1,3,"9/6/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",9,0.735397158,0,NA,9,NA,-0.92416149,0,60,5,10042,245,"KL",6,14,0.75339618,3.6017978,1.070491438,0
"797",797,909,909,909,24591,"KL_2022",2022,"n6",14,6,2,1,5,"7/18/22",NA,"mast",120,120,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",7,-1.464217156,0,NA,9,NA,0.650335863,0,60,5,10008,196,"KL",6,14,0,2.047460571,-0.327094606,0
"798",798,910,910,910,24591,"KL_2022",2022,"n6",14,6,1,1,3,"6/9/22",NA,"mast",NA,NA,NA,"y","DUMMY",NA,0.119047619,305,NA,3,"high predator",6,NA,0,NA,9,NA,-0.92416149,1,60,5,9933,154,"KL",6,14,0,0.715171518,-0.327094606,0
"799",799,914,914,914,25290,"KL_2022",2022,"O.2.",15.5,2.5,1,1,4,"6/8/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,1,"high predator",6,0.735397158,0,NA,1,NA,-0.136912813,0,0,1,9990,157,"KL",2.5,15.5,0,0.810335022,-0.327094606,0
"800",800,917,917,917,24003,"KL_2022",2022,"O1",15,1,1,1,3,"6/12/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",6,0.735397158,0,NA,9,NA,-0.92416149,0,0,3,9992,155,"KL",1,15,0,0.746892686,-0.327094606,0
"801",801,923,923,923,24621,"KL_2022",2022,"P9",16,9,2,1,5,"7/18/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",7,0.735397158,0,NA,9,NA,0.650335863,0,0,3,10009,194,"KL",9,16,0,1.984018235,-0.327094606,2
"802",802,924,924,924,24621,"KL_2022",2022,"P9",16,9,1,1,3,"6/7/22",NA,"mast",NA,420,NA,"n","DUMMY",NA,0.119047619,305,NA,3,"high predator",6,0.735397158,0,NA,9,NA,-0.92416149,0,0,3,9937,155,"KL",9,16,0,0.746892686,-0.327094606,2
"803",803,20,20,20,23931,"RR_2019",2019,"B2",2,2,1,1,5,"6/24/19",175,"mast",NA,420,NA,"n","SRT","grass",NA,22,NA,NA,"low predator",6,0.735397158,0,NA,NA,NA,0.100560228,0,0,3,9268,171,"RR",2,2,0,1.254431373,NA,NA
"804",804,30,30,30,23858,"RR_2019",2019,"C12",3,12,2,1,4,"7/29/19",210,"mast",NA,420,NA,"n","ERS",NA,NA,22,NA,NA,"low predator",7,0.735397158,0,NA,NA,NA,-0.905042056,0,0,1,9338,NA,"RR",12,3,0,NA,NA,NA
"805",805,142,142,142,23867,"RR_2019",2019,"D.0",4.5,0,1,1,5,"6/9/19",160,"mast",NA,420,NA,"n","LSM/AJH","underground",NA,22,NA,NA,"low predator",6,0.735397158,0,NA,NA,NA,0.100560228,0,0,1,9228,156,"RR",0,4.5,0,0.778613854,NA,NA
"806",806,349,349,349,23957,"RR_2019",2019,"EE9",NA,9,1,2,3,"6/25/19",176,"mast",NA,420,NA,"n","SRT","underground",NA,22,NA,NA,"low predator",6,0.735397158,0,NA,NA,NA,-1.910644341,0,0,1,9279,NA,"RR",9,NA,0,NA,NA,NA
"807",807,443,443,443,23856,"RR_2019",2019,"B9/C8",NA,NA,2,1,5,"7/22/19",203,"mast",NA,420,NA,"n","AnD","grass",NA,22,NA,NA,"low predator",7,0.735397158,0,NA,NA,NA,0.100560228,0,0,1,9330,199,"RR",NA,NA,0,2.142624075,NA,NA
"808",808,444,444,444,23865,"RR_2019",2019,"B9/C8",NA,NA,1,1,4,"6/9/19",160,"mast",NA,420,NA,"n","SRT","wbr",NA,22,NA,NA,"low predator",6,0.735397158,0,NA,NA,NA,-0.905042056,0,0,1,9221,150,"RR",NA,NA,0,0.588286847,NA,NA
"809",809,447,447,447,23931,"RR_2019",2019,"C2/B2",NA,NA,2,2,6,"9/5/19",248,"mast",NA,420,NA,"n","AJH","wbr",NA,22,NA,NA,"low predator",9,0.735397158,0,NA,NA,NA,1.106162513,0,0,3,9372,221,"RR",NA,NA,0,2.840489769,NA,NA
"810",810,448,448,448,23931,"RR_2019",2019,"C5./B2",NA,NA,2,1,6,"8/13/19",225,"mast",NA,420,NA,"n","SRT","wbr",NA,22,NA,NA,"low predator",8,0.735397158,0,NA,NA,NA,1.106162513,0,0,3,9372,221,"RR",NA,NA,0,2.840489769,NA,NA
"811",811,521,521,521,23869,"RR_2019",2019,"A10.",1,10.5,2,1,6,"8/14/19",226,"mast",120,120,NA,"y","LKE/SRT","cavity",NA,22,NA,NA,"low predator",8,-1.464217156,0,NA,NA,NA,1.106162513,1,100,2,9376,224,"RR",10.5,1,0,2.935653273,NA,NA
