"","X.3","X.2","X.1","X","squirrel_id","grid_year","yearn","mid","locx","locy","litter","nest","n_pups","date","julian_date","year","t_return","return_lat","t_move","m_return","observer","nest_type","cones_counts","mustelid_tracks","LRS","mom_age","predator","month","scaled_lat","males","dist","age_sq","average_growth","scaled_pups","m_return_numeric","percent_return","observations","litter_id","julian_part","grid","locY","locX","local.density","scaled_julian_date","scaled_density","ARS"
"73",73,202,202,202,21153,"AG_2017",2017,"G.8.",7.5,8.5,1,1,3,"4/11/17",101,"nonmast",NA,420,NA,"n","nMI/ZCF/SWK","wb",1.563492063,19,0,3,"low predator",4,0.735397158,0,4.709564736,9,NA,0.160363944,0,33.33333333,3,7821,101,"AG",8.5,7.5,0,-0.966050382,-1.125000137,0
"74",74,206,206,206,19970,"AG_2017",2017,"M0.",13,0.5,1,1,3,"4/3/17",93,"nonmast",NA,420,NA,"n","SSJ/HLS/BJD","grass",1.563492063,19,0,3,"low predator",4,0.735397158,0,0.141421356,9,NA,0.160363944,0,0,1,7750,87,"AG",0.5,13,0,-1.410146732,-1.125000137,0
"75",75,213,213,213,12604,"AG_2017",2017,"H.16",8.5,16,1,2,2,"5/18/17",138,"nonmast",NA,420,NA,"n","JGR/nMI","bucket",1.563492063,19,1,7,"low predator",5,0.735397158,2.260188541,4.9,49,NA,-1.212752326,0,33.33333333,3,7701,111,"AG",16,8.5,3.578631857,-0.648838702,1.333753311,1
"76",76,214,214,214,12604,"AG_2017",2017,"H.16",8.5,16,1,1,2,"5/1/17",121,"nonmast",NA,420,NA,"n","HLS/AJM","grass",1.563492063,19,1,7,"low predator",5,0.735397158,2.260188541,4.9,49,NA,-1.212752326,0,33.33333333,3,7701,111,"AG",16,8.5,3.578631857,-0.648838702,1.333753311,1
"77",77,219,219,219,21246,"AG_2017",2017,"n23",14,23,1,2,2,"5/17/17",137,"nonmast",NA,420,NA,"n","ZCF/LEP/MCS","grass",1.563492063,19,3,3,"low predator",5,0.735397158,1.318443316,0.1,9,NA,-1.212752326,0,66.66666667,3,7826,111,"AG",23,14,2.071839496,-0.648838702,0.298488701,2
"78",78,221,221,221,22018,"AG_2017",2017,"n5",14,5,1,2,3,"5/3/17",123,"nonmast",NA,420,NA,"n","SWK/LEP/ZCF","grass",1.563492063,19,2,2,"low predator",5,0.735397158,1.13009427,0,4,NA,0.160363944,0,50,2,7853,98,"AG",5,14,3.013584721,-1.061213885,0.945529082,2
"79",79,228,228,228,12605,"AG_2017",2017,"I.17.",9.5,17.5,1,2,2,"5/11/17",131,"nonmast",NA,420,NA,"n","nMI/EEM","grass",1.563492063,19,1,7,"low predator",5,0.735397158,2.071839496,4.801041554,49,NA,-1.212752326,0,50,2,8029,107,"AG",17.5,9.5,3.578631857,-0.775723374,1.333753311,1
"80",80,229,229,229,19570,"AG_2017",2017,"I.12.",9.5,12.5,1,1,2,"5/1/17",121,"nonmast",NA,420,NA,"n","ARM/EEM/SWK","wb",1.563492063,19,1,4,"low predator",5,0.735397158,2.448537586,5.003998401,16,NA,-1.212752326,0,50,2,7906,119,"AG",12.5,9.5,3.390282811,-0.395069359,1.204345234,0
"81",81,286,286,286,13023,"AG_2017",2017,"R0",18,0,1,2,4,"5/6/17",126,"nonmast",NA,420,NA,"n","SSJ/EEM/LEP","grass",1.563492063,19,6,6,"low predator",5,0.735397158,0.941745225,0.316227766,36,NA,1.533480213,0,50,4,7707,101,"AG",0,18,2.448537586,-0.966050382,0.557304854,3
"82",82,298,298,298,20475,"AG_2017",2017,"M.9.",13.5,9.5,1,2,3,"6/7/17",158,"nonmast",NA,420,NA,"n","JGR/JBF/HLS","grass",1.563492063,19,0,3,"low predator",6,0.735397158,0,4.80416486,9,NA,0.160363944,0,50,2,7786,135,"AG",9.5,13.5,0,0.112469328,-1.125000137,0
"83",83,299,299,299,22035,"AG_2017",2017,"M.7",13.5,7,1,2,2,"6/7/17",158,"nonmast",NA,420,NA,"n","SWK","wb",1.563492063,19,0,2,"low predator",6,0.735397158,0,5,4,NA,-1.212752326,0,0,2,7855,133,"AG",7,13.5,0,0.049026992,-1.125000137,0
"84",84,300,300,300,22035,"AG_2017",2017,"M.7",13.5,7,1,1,2,"5/21/17",141,"nonmast",NA,420,NA,"n","ZCF/nMI","grass",1.563492063,19,0,2,"low predator",5,0.735397158,1.695141406,5,4,NA,-1.212752326,0,0,2,7855,133,"AG",7,13.5,3.390282811,0.049026992,1.204345234,0
"85",85,310,310,310,22096,"AG_2017",2017,"S20",19,20,1,1,2,"4/25/17",115,"nonmast",NA,420,NA,"n","nKP/ARM","grass",1.563492063,19,0,1,"low predator",4,0.735397158,0,0.721110255,1,NA,-1.212752326,0,0,1,7859,114,"AG",20,19,0,-0.553675199,-1.125000137,0
"86",86,322,322,322,22002,"AG_2017",2017,"T23",20,23,1,1,3,"4/19/17",109,"nonmast",NA,420,NA,"n","HLS/MCF","cavity",1.563492063,19,NA,3,"low predator",4,0.735397158,0,0,9,NA,0.160363944,0,50,2,7848,107,"AG",23,20,0,-0.775723374,-1.125000137,0
"87",87,327,327,327,19907,"AG_2017",2017,"O.6.",15.5,6.5,1,2,3,"4/17/17",107,"nonmast",NA,420,NA,"n","JBR","wb",1.563492063,19,0,3,"low predator",4,0.735397158,0,4.809365863,9,NA,0.160363944,0,0,2,7747,82,"AG",6.5,15.5,0,-1.568752572,-1.125000137,0
"88",88,328,328,328,19907,"AG_2017",2017,"O.6.",15.5,6.5,1,1,3,"3/30/17",89,"nonmast",NA,420,NA,"n","nMI/HLS/AJM","wb",1.563492063,19,0,3,"low predator",3,0.735397158,0,4.809365863,9,NA,0.160363944,0,0,2,7747,82,"AG",6.5,15.5,0,-1.568752572,-1.125000137,0
"89",89,331,331,331,13257,"AG_2017",2017,"U21",21,21,1,1,4,"3/22/17",81,"nonmast",NA,420,NA,"n","JGR/HLS/EEM/SSJ","moss",1.563492063,19,NA,5,"low predator",3,0.735397158,0,0.141421356,25,NA,1.533480213,0,75,4,7682,76,"AG",21,21,0,-1.75907958,-1.125000137,1
"90",90,341,341,341,13625,"AG_2017",2017,"S.17.",19.5,17.5,1,2,3,"5/7/17",127,"nonmast",NA,420,NA,"n","SSJ/EEM/LEP","bucket",1.563492063,19,0,5,"low predator",5,0.735397158,0,5.20096145,25,NA,0.160363944,0,0,2,7723,101,"AG",17.5,19.5,2.448537586,-0.966050382,0.557304854,0
"91",91,342,342,342,13625,"AG_2017",2017,"S.17.",19.5,17.5,1,1,3,"4/12/17",102,"nonmast",NA,420,NA,"n","JGR","wb",1.563492063,19,0,5,"low predator",4,0.735397158,0,5.20096145,25,NA,0.160363944,0,0,2,7723,101,"AG",17.5,19.5,0,-0.966050382,-1.125000137,0
"92",92,345,345,345,19339,"AG_2017",2017,"U.6",21.5,6,1,1,3,"3/22/17",81,"nonmast",NA,420,NA,"n","JGR","ungrd",1.563492063,19,2,4,"low predator",3,0.735397158,0,4.8,16,NA,0.160363944,0,0,1,7681,76,"AG",6,21.5,0,-1.75907958,-1.125000137,0
"93",93,346,346,346,21583,"AG_2017",2017,"U.12",21.5,12,1,2,3,"5/9/17",129,"nonmast",NA,420,NA,"n","SWK/MJT/nMI","wb",1.563492063,19,NA,3,"low predator",5,0.735397158,0,5.003998401,9,NA,0.160363944,0,50,2,8026,102,"AG",12,21.5,1.883490451,-0.934329214,0.169080625,1
"94",94,347,347,347,19989,"AG_2017",2017,"V.3",22.5,3,1,1,3,"5/9/17",129,"nonmast",NA,420,NA,"n","JBF/MCS","wb",1.563492063,19,2,3,"low predator",5,0.735397158,0,5.400925847,9,NA,0.160363944,0,50,2,7753,129,"AG",3,22.5,1.695141406,-0.07785768,0.039672549,2
"95",95,355,355,355,20977,"AG_2017",2017,"0.18.",0.5,18.5,1,2,4,"6/5/17",156,"nonmast",NA,420,NA,"n","SWK","wb",1.563492063,19,0,3,"low predator",6,0.735397158,0,0.141421356,9,NA,1.533480213,0,50,2,7815,130,"AG",18.5,0.5,0,-0.046136512,-1.125000137,0
"96",96,356,356,356,22509,"AG_2017",2017,"0.12.",0.5,12.5,1,2,3,"5/15/17",135,"nonmast",NA,420,NA,"n","SWK/LEP/ZCF","grass",1.563492063,19,0,2,"low predator",5,0.735397158,0.75339618,0.360555128,4,NA,0.160363944,0,0,2,8032,110,"AG",12.5,0.5,1.506792361,-0.68055987,-0.089735527,0
"97",97,357,357,357,22509,"AG_2017",2017,"0.12.",0.5,12.5,1,1,3,"4/24/17",114,"nonmast",NA,420,NA,"n","HLS/ZCF","grass",1.563492063,19,0,2,"low predator",4,0.735397158,0,0.360555128,4,NA,0.160363944,0,0,2,8032,110,"AG",12.5,0.5,0,-0.68055987,-1.125000137,0
"98",98,358,358,358,22076,"AG_2017",2017,"19",0,19,1,2,3,"5/22/17",142,"nonmast",NA,420,NA,"n","LEP/SWK","grass",1.563492063,19,1,2,"low predator",5,0.735397158,1.13009427,0.6,4,NA,0.160363944,0,66.66666667,3,7857,112,"AG",19,0,2.260188541,-0.617117534,0.427896778,1
"99",99,518,518,518,20184,"AG_2017",2017,"A14.",1,14.5,1,1,3,"5/7/17",127,"nonmast",402,402,472,"y","JGR/JBF","grass",1.563492063,19,1,3,"low predator",5,0.603420299,0.75339618,0.98488578,9,NA,0.160363944,1,50,2,7766,127,"AG",14.5,1,2.071839496,-0.141300016,0.298488701,0
"100",100,519,519,519,22005,"AG_2017",2017,"A2",1,2,1,2,2,"5/23/17",143,"nonmast",135,135,145,"y","DUMMY","grass",1.563492063,19,0,3,"low predator",5,-1.35423644,1.318443316,0.2,9,NA,-1.212752326,1,100,2,7849,113,"AG",2,1,2.448537586,-0.585396366,0.557304854,0
"101",101,520,520,520,22005,"AG_2017",2017,"A2",1,2,1,1,2,"4/24/17",114,"nonmast",157,157,230,"y","HLS/MJD","wb",1.563492063,19,0,3,"low predator",4,-1.19293139,0,0.2,9,NA,-1.212752326,1,100,2,7849,113,"AG",2,1,0,-0.585396366,-1.125000137,0
"102",102,530,530,530,20182,"AG_2017",2017,"B14.",2,14.5,1,1,4,"4/18/17",108,"nonmast",173,173,173,"y","HLS/SSJ/EEM","grass",1.563492063,19,3,3,"low predator",4,-1.075618627,0,0.3,9,NA,1.533480213,1,66.66666667,3,8027,106,"AG",14.5,2,0,-0.807444542,-1.125000137,2
"103",103,536,536,536,20182,"AG_2017",2017,"B14.",2,14.5,1,2,4,"5/11/17",131,"nonmast",68,68,72,"y","HLS/MCS","cavity",1.563492063,32,3,2,"low predator",5,-1.845483637,0.75339618,0.3,4,NA,1.533480213,1,66.66666667,3,8027,106,"AG",14.5,2,2.825235676,-0.807444542,0.816121006,2
"104",104,540,540,540,20225,"AG_2017",2017,"C6",3,6,1,2,3,"5/10/17",130,"nonmast",130,130,165,"y","EEM/SSJ/HLS","grass",1.563492063,19,1,3,"low predator",5,-1.390896679,1.13009427,0,9,NA,0.160363944,1,66.66666667,3,8028,103,"AG",6,3,2.448537586,-0.902608046,0.557304854,1
"105",105,541,541,541,20225,"AG_2017",2017,"C6",3,6,1,1,3,"4/19/17",109,"nonmast",69,69,69,"y","EEM/SSJ/HLS","grass",1.563492063,19,1,3,"low predator",4,-1.838151589,0,0,9,NA,0.160363944,1,66.66666667,3,8028,103,"AG",6,3,0,-0.902608046,-1.125000137,1
"106",106,552,552,552,22024,"AG_2017",2017,"D7",4,7,1,2,3,"5/30/17",150,"nonmast",220,220,240,"y","HLS/MJD","grass",1.563492063,19,0,2,"low predator",5,-0.731012385,0.941745225,0,4,NA,0.160363944,1,50,2,7854,125,"AG",7,4,2.260188541,-0.204742351,0.427896778,0
"107",107,558,558,558,12939,"AG_2017",2017,"F0",6,0,1,2,2,"5/20/17",140,"nonmast",10,10,110,"y","JGR/SSJ","grass",1.563492063,19,1,5,"low predator",5,-2.270742404,1.318443316,0,25,NA,-1.212752326,1,100,3,7706,113,"AG",0,6,2.448537586,-0.585396366,0.557304854,0
"108",108,559,559,559,12939,"AG_2017",2017,"F0",6,0,1,1,3,"5/2/17",122,"nonmast",0,0,73,"y","JGR/SSJ","wb",1.563492063,19,1,5,"low predator",5,-2.344062881,1.318443316,0,25,NA,0.160363944,1,100,3,7706,113,"AG",0,6,2.448537586,-0.585396366,0.557304854,0
"109",109,560,560,560,13567,"AG_2017",2017,"F2",6,2,1,2,2,"5/20/17",140,"nonmast",0,0,80,"y","nMI/ARM/HLS/SSJ","cavity",1.563492063,19,1,5,"low predator",5,-2.344062881,1.695141406,0,25,NA,-1.212752326,1,50,2,7721,115,"AG",2,6,2.636886631,-0.521954031,0.68671293,1
"110",110,565,565,565,19275,"AG_2017",2017,"F16",6,16,1,1,3,"5/20/17",140,"nonmast",420,420,457,"y","MMS/MJD","wb",1.563492063,32,3,4,"low predator",5,0.735397158,1.695141406,0,16,NA,0.160363944,1,50,2,8037,137,"AG",16,6,3.955329947,0.175911664,1.592569464,0
"111",111,570,570,570,20415,"AG_2017",2017,"A.1.",1.5,1.5,1,2,3,"5/20/17",140,"nonmast",355,355,NA,"y","MCS/MMS","cavity",1.563492063,19,1,3,"low predator",5,0.258814057,1.506792361,5.115662225,9,NA,0.160363944,1,50,2,7782,119,"AG",1.5,1.5,2.448537586,-0.395069359,0.557304854,1
"112",112,572,572,572,13246,"AG_2017",2017,"G19",7,19,1,2,3,"4/29/17",119,"nonmast",39,39,59,"y","JGR/SSJ","bucket",1.563492063,19,6,5,"low predator",4,-2.05811302,0,0.1,25,NA,0.160363944,1,50,2,7713,94,"AG",19,7,0,-1.188098557,-1.125000137,2
"113",113,584,584,584,20566,"AG_2017",2017,"H10.",8,10.5,1,2,3,"5/18/17",138,"nonmast",106,106,131,"y","MJD/HLS","wb",1.563492063,19,1,3,"low predator",5,-1.566865824,1.318443316,0.1,9,NA,0.160363944,1,100,2,8044,113,"AG",10.5,8,3.390282811,-0.585396366,1.204345234,1
"114",114,585,585,585,20566,"AG_2017",2017,"H10.",8,10.5,1,1,3,"4/24/17",114,"nonmast",69,69,133,"y","nKP/ARM","grass",1.563492063,19,1,3,"low predator",4,-1.838151589,0,0.1,9,NA,0.160363944,1,100,2,8044,113,"AG",10.5,8,0,-0.585396366,-1.125000137,1
"115",115,588,588,588,20863,"AG_2017",2017,"H2.",8,2.5,1,1,3,"4/19/17",109,"nonmast",170,170,240,"y","AJM/ARM","bucket",1.563492063,32,2,2,"low predator",4,-1.09761477,0,0.509901951,4,NA,0.160363944,1,50,4,8030,93,"AG",2.5,8,0,-1.219819725,-1.125000137,2
"116",116,594,594,594,12095,"AG_2017",2017,"C.1/C1",3.5,1,1,1,1,"5/11/17",131,"nonmast",62,62,83,"y","HLS/JGR","grass",1.563492063,19,9,7,"low predator",5,-1.889475923,0.941745225,5.503635162,49,NA,-2.585868595,1,50,2,7695,126,"AG",1,3.5,3.201933766,-0.173021183,1.074937158,1
"117",117,604,604,604,22059,"AG_2017",2017,"I20",9,20,1,2,3,"5/23/17",143,"nonmast",141,141,227,"y","SWK/ZCF","cavity",1.563492063,19,1,2,"low predator",5,-1.310244154,1.318443316,0,4,NA,0.160363944,1,50,2,7950,119,"AG",20,9,3.578631857,-0.395069359,1.333753311,1
"118",118,615,615,615,19311,"AG_2017",2017,"D.19",4.5,19,1,2,2,"5/31/17",151,"nonmast",340,340,360,"y","JGR/JBF","grass",1.563492063,19,4,4,"low predator",5,0.148833341,1.506792361,5.003998401,16,NA,-1.212752326,1,50,2,7725,124,"AG",19,4.5,3.766980902,-0.236463519,1.463161387,2
"119",119,619,619,619,19334,"AG_2017",2017,"J9",10,9,1,2,3,"5/1/17",121,"nonmast",130,130,135,"y","JGR","grass",1.563492063,19,2,4,"low predator",5,-1.390896679,0.941745225,0.141421356,16,NA,0.160363944,1,100,3,7727,96,"AG",9,10,3.201933766,-1.124656221,1.074937158,2
"120",120,620,620,620,19334,"AG_2017",2017,"J9",10,9,1,1,4,"4/8/17",98,"nonmast",193,193,226,"y","nMI/LEP/AJM","bucket",1.563492063,19,2,4,"low predator",4,-0.928977673,0,0.141421356,16,NA,1.533480213,1,100,3,7727,96,"AG",9,10,0,-1.124656221,-1.125000137,2
"121",121,621,621,621,20138,"AG_2017",2017,"J5.",10,5.5,1,1,3,"4/29/17",119,"nonmast",289,289,NA,"y","LEP/AJM","wb",1.563492063,19,1,3,"low predator",4,-0.225101092,0,0.223606798,9,NA,0.160363944,1,50,2,7762,119,"AG",5.5,10,0,-0.395069359,-1.125000137,1
"122",122,635,635,635,19988,"AG_2017",2017,"K21",11,21,1,1,3,"5/7/17",127,"nonmast",0,0,25,"y","BMT/nMI","grass",1.563492063,19,0,4,"low predator",5,-2.344062881,0.941745225,0.360555128,16,NA,0.160363944,1,50,2,7752,123,"AG",21,11,2.825235676,-0.268184687,0.816121006,0
"123",123,639,639,639,20387,"AG_2017",2017,"K6.",11,6.5,1,2,2,"5/8/17",128,"nonmast",183,183,204,"y","LEP/nKP/MCS","grass",1.563492063,19,1,3,"low predator",5,-1.00229815,0.941745225,0.1,9,NA,-1.212752326,1,100,2,7779,103,"AG",6.5,11,3.201933766,-0.902608046,1.074937158,1
"124",124,640,640,640,20387,"AG_2017",2017,"K6.",11,6.5,1,1,2,"4/17/17",107,"nonmast",360,360,365,"y","LEP/SWK","grass",1.563492063,19,1,3,"low predator",4,0.295474295,0,0.1,9,NA,-1.212752326,1,100,2,7779,103,"AG",6.5,11,0,-0.902608046,-1.125000137,1
"125",125,650,650,650,11737,"AG_2017",2017,"F.8.",6.5,8.5,1,1,3,"4/8/17",98,"nonmast",160,160,NA,"y","JGR/EEM/HLS/SSJ","bucket",1.563492063,19,14,7,"low predator",4,-1.170935247,0,5,49,NA,0.160363944,1,75,4,7687,97,"AG",8.5,6.5,0,-1.092935053,-1.125000137,1
"126",126,653,653,653,11737,"AG_2017",2017,"F.8.",6.5,8.5,1,2,3,"5/6/17",126,"nonmast",95,95,118,"y","nMI/MCS","bucket",1.563492063,32,14,6,"low predator",5,-1.647518349,0.75339618,5,36,NA,0.160363944,1,75,4,7687,97,"AG",8.5,6.5,2.636886631,-1.092935053,0.68671293,1
"127",127,658,658,658,20385,"AG_2017",2017,"L8",12,8,1,1,3,"5/17/17",137,"nonmast",145,145,195,"y","JGR","grass",1.563492063,19,0,3,"low predator",5,-1.280915963,0.941745225,0,9,NA,0.160363944,1,50,2,7778,133,"AG",8,12,3.390282811,0.049026992,1.204345234,0
"128",128,664,664,664,19926,"AG_2017",2017,"G.6.",7.5,6.5,1,2,3,"5/31/17",151,"nonmast",284,284,315,"y","ARM/HLS","wb",1.563492063,19,3,3,"low predator",5,-0.261761331,0.941745225,5.003998401,9,NA,0.160363944,1,50,2,7748,126,"AG",6.5,7.5,2.636886631,-0.173021183,0.68671293,3
"129",129,665,665,665,21153,"AG_2017",2017,"G.8.",7.5,8.5,2,1,1,"5/30/17",150,"nonmast",380,380,NA,"y","HLS","bucket",1.563492063,19,0,3,"low predator",5,0.442115249,0.75339618,4.709564736,9,NA,-2.585868595,1,33.33333333,3,8145,150,"AG",8.5,7.5,3.201933766,0.588286847,1.074937158,0
"130",130,688,688,688,21246,"AG_2017",2017,"n23",14,23,1,1,2,"4/23/17",113,"nonmast",23,23,45,"y","JGR","grass",1.563492063,19,3,3,"low predator",4,-2.175425784,0,0.1,9,NA,-1.212752326,1,66.66666667,3,7826,111,"AG",23,14,0,-0.648838702,-1.125000137,2
"131",131,689,689,689,22018,"AG_2017",2017,"n5",14,5,1,1,3,"4/9/17",99,"nonmast",70,70,85,"y","JGR/HLS/nMI","grass",1.563492063,19,2,2,"low predator",4,-1.830819541,0,0,4,NA,0.160363944,1,50,2,7853,98,"AG",5,14,0,-1.061213885,-1.125000137,2
"132",132,692,692,692,12605,"AG_2017",2017,"I.17.",9.5,17.5,1,1,2,"4/19/17",109,"nonmast",402,402,420,"y","LEP","grass",1.563492063,19,1,7,"low predator",4,0.603420299,0,4.801041554,49,NA,-1.212752326,1,50,2,8029,107,"AG",17.5,9.5,0,-0.775723374,-1.125000137,1
"133",133,693,693,693,19570,"AG_2017",2017,"I.12.",9.5,12.5,1,2,2,"5/24/17",144,"nonmast",34,34,187,"y","HLS","grass",1.563492063,19,1,4,"low predator",5,-2.094773259,2.448537586,5.003998401,16,NA,-1.212752326,1,50,2,7906,119,"AG",12.5,9.5,3.390282811,-0.395069359,1.204345234,0
"134",134,696,696,696,21128,"AG_2017",2017,"I.21.",9.5,21.5,1,1,2,"5/23/17",143,"nonmast",300,300,385,"y","JGR/MMS/SWK","moss",1.563492063,19,1,3,"low predator",5,-0.144448568,1.318443316,4.7,9,NA,-1.212752326,1,100,1,7929,132,"AG",21.5,9.5,2.825235676,0.017305824,0.816121006,1
"135",135,702,702,702,20014,"AG_2017",2017,"O13",15,13,1,2,3,"4/27/17",117,"nonmast",261,261,NA,"y","JGR","bucket",1.563492063,19,2,3,"low predator",4,-0.430398428,0,0.360555128,9,NA,0.160363944,1,100,2,7755,93,"AG",13,15,0,-1.219819725,-1.125000137,2
"136",136,703,703,703,20014,"AG_2017",2017,"O13",15,13,1,1,3,"4/4/17",94,"nonmast",420,420,NA,"y","LEP/AJM","grass",1.563492063,19,2,3,"low predator",4,0.735397158,0,0.360555128,9,NA,0.160363944,1,100,2,7755,93,"AG",13,15,0,-1.219819725,-1.125000137,2
"137",137,704,704,704,20474,"AG_2017",2017,"O10",15,10,1,2,4,"5/24/17",144,"nonmast",274,274,291,"y","HLS/MMS","wb",1.563492063,19,0,3,"low predator",5,-0.335081808,1.883490451,0.2,9,NA,1.533480213,1,100,2,7916,120,"AG",10,15,3.201933766,-0.363348191,1.074937158,0
"138",138,705,705,705,20474,"AG_2017",2017,"O10",15,10,1,1,4,"4/30/17",120,"nonmast",157,157,203,"y","ARM/BMT","wb",1.563492063,19,0,3,"low predator",4,-1.19293139,0,0.2,9,NA,1.533480213,1,100,2,7916,120,"AG",10,15,0,-0.363348191,-1.125000137,0
"139",139,706,706,706,20630,"AG_2017",2017,"O9",15,9,1,2,3,"5/20/17",140,"nonmast",212,212,265,"y","nMI/ARM","grass",1.563492063,19,1,3,"low predator",5,-0.789668766,1.318443316,0,9,NA,0.160363944,1,100,2,7791,111,"AG",9,15,2.825235676,-0.648838702,0.816121006,1
"140",140,707,707,707,20630,"AG_2017",2017,"O9",15,9,1,1,3,"4/29/17",119,"nonmast",333,333,344,"y","JGR","grass",1.563492063,19,1,3,"low predator",4,0.097509007,0,0,9,NA,0.160363944,1,100,2,7791,111,"AG",9,15,0,-0.648838702,-1.125000137,1
"141",141,708,708,708,22519,"AG_2017",2017,"O21.",15,21.5,1,2,3,"5/14/17",134,"nonmast",165,165,205,"y","HLS/JBF","grass",1.563492063,19,0,2,"low predator",5,-1.134275009,1.318443316,0.223606798,4,NA,0.160363944,1,100,2,7968,108,"AG",21.5,15,2.260188541,-0.744002206,0.427896778,0
"142",142,709,709,709,22519,"AG_2017",2017,"O21.",15,21.5,1,1,3,"4/18/17",108,"nonmast",345,345,NA,"y","JGR/LEP/AJM","bucket",1.563492063,19,0,2,"low predator",4,0.185493579,0,0.223606798,4,NA,0.160363944,1,100,2,7968,108,"AG",21.5,15,0,-0.744002206,-1.125000137,0
"143",143,713,713,713,13140,"AG_2017",2017,"J.8.",10.5,8.5,1,2,3,"5/29/17",149,"nonmast",153,153,158,"y","ARM/nKP","wb",1.563492063,19,2,5,"low predator",5,-1.222259581,1.318443316,5.20096145,25,NA,0.160363944,1,100,2,7709,124,"AG",8.5,10.5,3.013584721,-0.236463519,0.945529082,1
"144",144,714,714,714,13140,"AG_2017",2017,"J.8.",10.5,8.5,1,1,3,"5/7/17",127,"nonmast",27,27,102,"y","nMI/BMT","wb",1.563492063,19,2,5,"low predator",5,-2.146097593,1.318443316,5.20096145,25,NA,0.160363944,1,100,2,7709,124,"AG",8.5,10.5,3.013584721,-0.236463519,0.945529082,1
"145",145,715,715,715,13579,"AG_2017",2017,"J.2.",10.5,2.5,1,2,1,"5/24/17",144,"nonmast",170,170,256,"y","JGR/AJM","grass",1.563492063,19,1,5,"low predator",5,-1.09761477,1.318443316,4.809365863,25,NA,-2.585868595,1,100,2,7722,120,"AG",2.5,10.5,2.825235676,-0.363348191,0.816121006,0
"146",146,716,716,716,13579,"AG_2017",2017,"J.2.",10.5,2.5,1,1,1,"5/2/17",122,"nonmast",30,30,170,"y","JGR","wb",1.563492063,19,1,5,"low predator",5,-2.12410145,1.318443316,4.809365863,25,NA,-2.585868595,1,100,2,7722,120,"AG",2.5,10.5,2.825235676,-0.363348191,0.816121006,0
"147",147,722,722,722,20967,"AG_2017",2017,"P-0.",16,-0.5,1,2,3,"5/20/17",140,"nonmast",114,114,139,"y","SEW/ZCF/LEP","grass",1.563492063,19,NA,3,"low predator",5,-1.508209442,0.565047135,0.316227766,9,NA,0.160363944,1,100,2,7814,111,"AG",-0.5,16,1.695141406,-0.648838702,0.039672549,0
"148",148,723,723,723,20967,"AG_2017",2017,"P-0.",16,-0.5,1,1,4,"4/22/17",112,"nonmast",300,300,NA,"y","SWK/LEP/ZCF","grass",1.563492063,19,NA,3,"low predator",4,-0.144448568,0,0.316227766,9,NA,1.533480213,1,100,2,7814,111,"AG",-0.5,16,0,-0.648838702,-1.125000137,0
"149",149,726,726,726,22200,"AG_2017",2017,"P3",16,3,1,1,2,"5/10/17",130,"nonmast",150,150,169,"y","nMI/MMS","grass",1.563492063,19,NA,1,"low predator",5,-1.244255724,1.13009427,0.4,1,NA,-1.212752326,1,100,1,7867,130,"AG",3,16,3.201933766,-0.046136512,1.074937158,0
"150",150,749,749,749,20231,"AG_2017",2017,"Q11",17,11,1,2,4,"5/28/17",148,"nonmast",210,210,260,"y","BMT/JGR","grass",1.563492063,19,1,3,"low predator",5,-0.804332862,2.260188541,0.424264069,9,NA,1.533480213,1,100,3,7770,122,"AG",11,17,3.201933766,-0.299905855,1.074937158,0
"151",151,750,750,750,20231,"AG_2017",2017,"Q11",17,11,1,1,4,"5/7/17",127,"nonmast",140,140,154,"y","DUMMY","wb",1.563492063,19,1,3,"low predator",5,-1.317576202,2.260188541,0.424264069,9,NA,1.533480213,1,100,3,7770,122,"AG",11,17,3.201933766,-0.299905855,1.074937158,0
"152",152,776,776,776,13023,"AG_2017",2017,"R0",18,0,1,1,4,"4/12/17",102,"nonmast",240,240,240,"y","nMI/AJM/SSJ","bucket",1.563492063,32,6,5,"low predator",4,-0.58437143,0,0.316227766,25,NA,1.533480213,1,50,4,7707,101,"AG",0,18,0,-0.966050382,-1.125000137,3
"153",153,781,781,781,20475,"AG_2017",2017,"M.9.",13.5,9.5,1,1,3,"5/17/17",137,"nonmast",346,346,NA,"y","MCS/MJD","wb",1.563492063,19,0,3,"low predator",5,0.192825627,1.695141406,4.80416486,9,NA,0.160363944,1,50,2,7786,135,"AG",9.5,13.5,3.390282811,0.112469328,1.204345234,0
"154",154,786,786,786,22087,"AG_2017",2017,"S0",19,0,1,2,3,"5/22/17",142,"nonmast",139,139,306,"y","LEP/SWK","bucket",1.563492063,19,0,1,"low predator",5,-1.324908249,0.75339618,1.019803903,1,NA,0.160363944,1,100,2,7858,117,"AG",0,19,2.071839496,-0.458511695,0.298488701,0
"155",155,787,787,787,22087,"AG_2017",2017,"S0",19,0,1,1,3,"4/27/17",117,"nonmast",139,139,NA,"y","AJM/EEM","wb",1.563492063,19,0,1,"low predator",4,-1.324908249,0,1.019803903,1,NA,0.160363944,1,100,2,7858,117,"AG",0,19,0,-0.458511695,-1.125000137,0
"156",156,802,802,802,22002,"AG_2017",2017,"T23",20,23,1,2,3,"5/14/17",134,"nonmast",282,282,300,"y","JBF/HLS","grass",1.563492063,19,NA,3,"low predator",5,-0.276425426,0.37669809,0,9,NA,0.160363944,1,50,2,7848,107,"AG",23,20,1.506792361,-0.775723374,-0.089735527,0
